member,archive,archive_url,crs,min_x,min_y,max_x,max_y
3dm_33_386_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5826000,387000,5827000
3dm_33_386_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5827000,387000,5828000
3dm_33_386_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5828000,387000,5829000
3dm_33_386_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5829000,387000,5830000
3dm_33_386_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5830000,387000,5831000
3dm_33_386_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5831000,387000,5832000
3dm_33_386_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,386000,5832000,387000,5833000
3dm_33_387_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5826000,388000,5827000
3dm_33_387_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5827000,388000,5828000
3dm_33_387_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5828000,388000,5829000
3dm_33_387_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5829000,388000,5830000
3dm_33_387_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5830000,388000,5831000
3dm_33_387_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5831000,388000,5832000
3dm_33_387_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,387000,5832000,388000,5833000
3dm_33_388_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5826000,389000,5827000
3dm_33_388_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5827000,389000,5828000
3dm_33_388_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5828000,389000,5829000
3dm_33_388_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5829000,389000,5830000
3dm_33_388_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5830000,389000,5831000
3dm_33_388_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,388000,5831000,389000,5832000
3dm_33_389_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5826000,390000,5827000
3dm_33_389_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5827000,390000,5828000
3dm_33_389_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5828000,390000,5829000
3dm_33_389_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5829000,390000,5830000
3dm_33_389_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5830000,390000,5831000
3dm_33_389_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5831000,390000,5832000
3dm_33_389_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,389000,5832000,390000,5833000
3dm_33_390_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5826000,391000,5827000
3dm_33_390_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5827000,391000,5828000
3dm_33_390_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5828000,391000,5829000
3dm_33_390_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5829000,391000,5830000
3dm_33_390_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5830000,391000,5831000
3dm_33_390_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5831000,391000,5832000
3dm_33_390_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5832000,391000,5833000
3dm_33_390_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5833000,391000,5834000
3dm_33_390_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,390000,5834000,391000,5835000
3dm_33_391_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5826000,392000,5827000
3dm_33_391_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5827000,392000,5828000
3dm_33_391_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5828000,392000,5829000
3dm_33_391_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5829000,392000,5830000
3dm_33_391_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5830000,392000,5831000
3dm_33_391_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5831000,392000,5832000
3dm_33_391_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5832000,392000,5833000
3dm_33_391_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5833000,392000,5834000
3dm_33_391_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,391000,5834000,392000,5835000
3dm_33_392_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5826000,393000,5827000
3dm_33_392_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5827000,393000,5828000
3dm_33_392_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5828000,393000,5829000
3dm_33_392_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5829000,393000,5830000
3dm_33_392_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5830000,393000,5831000
3dm_33_392_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5831000,393000,5832000
3dm_33_392_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5832000,393000,5833000
3dm_33_392_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5833000,393000,5834000
3dm_33_392_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,392000,5834000,393000,5835000
3dm_33_393_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5826000,394000,5827000
3dm_33_393_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5827000,394000,5828000
3dm_33_393_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5828000,394000,5829000
3dm_33_393_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5829000,394000,5830000
3dm_33_393_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5830000,394000,5831000
3dm_33_393_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5831000,394000,5832000
3dm_33_393_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5832000,394000,5833000
3dm_33_393_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5833000,394000,5834000
3dm_33_393_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,393000,5834000,394000,5835000
3dm_33_394_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5826000,395000,5827000
3dm_33_394_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5827000,395000,5828000
3dm_33_394_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5828000,395000,5829000
3dm_33_394_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5829000,395000,5830000
3dm_33_394_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5830000,395000,5831000
3dm_33_394_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5831000,395000,5832000
3dm_33_394_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5832000,395000,5833000
3dm_33_394_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5833000,395000,5834000
3dm_33_394_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5834000,395000,5835000
3dm_33_394_5835_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,394000,5835000,395000,5836000
3dm_33_395_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5826000,396000,5827000
3dm_33_395_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5827000,396000,5828000
3dm_33_395_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5828000,396000,5829000
3dm_33_395_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5829000,396000,5830000
3dm_33_395_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5830000,396000,5831000
3dm_33_395_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5831000,396000,5832000
3dm_33_395_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5832000,396000,5833000
3dm_33_395_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5833000,396000,5834000
3dm_33_395_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5834000,396000,5835000
3dm_33_395_5835_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5835000,396000,5836000
3dm_33_395_5836_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,395000,5836000,396000,5837000
3dm_33_396_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5826000,397000,5827000
3dm_33_396_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5827000,397000,5828000
3dm_33_396_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5828000,397000,5829000
3dm_33_396_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5829000,397000,5830000
3dm_33_396_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5830000,397000,5831000
3dm_33_396_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5831000,397000,5832000
3dm_33_396_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5832000,397000,5833000
3dm_33_396_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5833000,397000,5834000
3dm_33_396_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5834000,397000,5835000
3dm_33_396_5835_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5835000,397000,5836000
3dm_33_396_5836_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5836000,397000,5837000
3dm_33_396_5837_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,396000,5837000,397000,5838000
3dm_33_397_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5826000,398000,5827000
3dm_33_397_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5827000,398000,5828000
3dm_33_397_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5828000,398000,5829000
3dm_33_397_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5829000,398000,5830000
3dm_33_397_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5830000,398000,5831000
3dm_33_397_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5831000,398000,5832000
3dm_33_397_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5832000,398000,5833000
3dm_33_397_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5833000,398000,5834000
3dm_33_397_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5834000,398000,5835000
3dm_33_397_5835_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5835000,398000,5836000
3dm_33_397_5836_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5836000,398000,5837000
3dm_33_397_5837_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,397000,5837000,398000,5838000
3dm_33_398_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5826000,399000,5827000
3dm_33_398_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5827000,399000,5828000
3dm_33_398_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5828000,399000,5829000
3dm_33_398_5829_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5829000,399000,5830000
3dm_33_398_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5830000,399000,5831000
3dm_33_398_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5831000,399000,5832000
3dm_33_398_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5832000,399000,5833000
3dm_33_398_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5833000,399000,5834000
3dm_33_398_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5834000,399000,5835000
3dm_33_398_5835_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5835000,399000,5836000
3dm_33_398_5836_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,398000,5836000,399000,5837000
3dm_33_399_5826_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5826000,400000,5827000
3dm_33_399_5827_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5827000,400000,5828000
3dm_33_399_5828_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5828000,400000,5829000
3dm_33_399_5830_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5830000,400000,5831000
3dm_33_399_5831_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5831000,400000,5832000
3dm_33_399_5832_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5832000,400000,5833000
3dm_33_399_5833_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5833000,400000,5834000
3dm_33_399_5834_1_be.las,Nord.zip,https://gdi.berlin.de/data/a_als/atom/Nord.zip,EPSG:25833,399000,5834000,400000,5835000
3dm_33_400_5826_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5826000,401000,5827000
3dm_33_400_5827_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5827000,401000,5828000
3dm_33_400_5828_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5828000,401000,5829000
3dm_33_400_5832_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5832000,401000,5833000
3dm_33_400_5833_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5833000,401000,5834000
3dm_33_400_5834_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,400000,5834000,401000,5835000
3dm_33_401_5826_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,401000,5826000,402000,5827000
3dm_33_401_5827_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,401000,5827000,402000,5828000
3dm_33_402_5826_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,402000,5826000,403000,5827000
3dm_33_402_5827_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,402000,5827000,403000,5828000
3dm_33_403_5826_1_be.las,Nordost.zip,https://gdi.berlin.de/data/a_als/atom/Nordost.zip,EPSG:25833,403000,5826000,404000,5827000
3dm_33_372_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,372000,5827000,373000,5828000
3dm_33_372_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,372000,5828000,373000,5829000
3dm_33_373_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,373000,5826000,374000,5827000
3dm_33_373_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,373000,5827000,374000,5828000
3dm_33_373_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,373000,5828000,374000,5829000
3dm_33_374_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,374000,5826000,375000,5827000
3dm_33_374_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,374000,5827000,375000,5828000
3dm_33_374_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,374000,5828000,375000,5829000
3dm_33_374_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,374000,5829000,375000,5830000
3dm_33_375_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,375000,5826000,376000,5827000
3dm_33_375_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,375000,5827000,376000,5828000
3dm_33_375_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,375000,5828000,376000,5829000
3dm_33_375_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,375000,5829000,376000,5830000
3dm_33_376_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,376000,5826000,377000,5827000
3dm_33_376_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,376000,5827000,377000,5828000
3dm_33_376_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,376000,5828000,377000,5829000
3dm_33_376_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,376000,5829000,377000,5830000
3dm_33_377_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,377000,5826000,378000,5827000
3dm_33_377_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,377000,5827000,378000,5828000
3dm_33_377_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,377000,5828000,378000,5829000
3dm_33_377_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,377000,5829000,378000,5830000
3dm_33_377_5830_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,377000,5830000,378000,5831000
3dm_33_378_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5826000,379000,5827000
3dm_33_378_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5827000,379000,5828000
3dm_33_378_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5828000,379000,5829000
3dm_33_378_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5829000,379000,5830000
3dm_33_378_5830_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5830000,379000,5831000
3dm_33_378_5831_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,378000,5831000,379000,5832000
3dm_33_379_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5826000,380000,5827000
3dm_33_379_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5827000,380000,5828000
3dm_33_379_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5828000,380000,5829000
3dm_33_379_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5829000,380000,5830000
3dm_33_379_5830_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5830000,380000,5831000
3dm_33_379_5831_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5831000,380000,5832000
3dm_33_379_5832_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,379000,5832000,380000,5833000
3dm_33_380_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5826000,381000,5827000
3dm_33_380_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5827000,381000,5828000
3dm_33_380_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5828000,381000,5829000
3dm_33_380_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5829000,381000,5830000
3dm_33_380_5830_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5830000,381000,5831000
3dm_33_380_5831_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5831000,381000,5832000
3dm_33_380_5832_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,380000,5832000,381000,5833000
3dm_33_381_5826_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,381000,5826000,382000,5827000
3dm_33_381_5827_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,381000,5827000,382000,5828000
3dm_33_381_5828_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,381000,5828000,382000,5829000
3dm_33_381_5829_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,381000,5829000,382000,5830000
3dm_33_381_5830_1_be.las,Nordwest.zip,https://gdi.berlin.de/data/a_als/atom/Nordwest.zip,EPSG:25833,381000,5830000,382000,5831000
