task_id	hash	name	tag	status	exit	attempt	realtime	duration	%cpu	peak_rss	peak_vmem	rchar	wchar
270	f9/aa0752	PULLAUTA_GRID (grid_25832_35_343)	grid_25832_35_343	COMPLETED	0	1	22m 14s	22m 15s	964.1%	5 GB	6.9 GB	794.7 GB	215 GB
221	53/454386	PULLAUTA_GRID (grid_25832_35_346)	grid_25832_35_346	COMPLETED	0	1	1h 37m 24s	1h 37m 26s	1030.6%	8 GB	9.5 GB	2.5 TB	668.5 GB
125	5f/dd519f	PULLAUTA_GRID (grid_25832_34_347)	grid_25832_34_347	COMPLETED	0	1	3h 15m 57s	3h 16m 4s	879.2%	6.3 GB	7.7 GB	3.7 TB	983 GB
164	15/359c22	PULLAUTA_GRID (grid_25832_32_346)	grid_25832_32_346	COMPLETED	0	1	3h 18m 41s	3h 18m 44s	851.9%	4.7 GB	6 GB	3.7 TB	972 GB
253	64/917923	PULLAUTA_GRID (grid_25832_33_347)	grid_25832_33_347	COMPLETED	0	1	1h 2m 21s	1h 2m 22s	1037.0%	4.6 GB	6 GB	1.4 TB	380.3 GB
293	94/2b91a4	PULLAUTA_GRID (grid_25832_35_344)	grid_25832_35_344	COMPLETED	0	1	27m 46s	27m 48s	1179.6%	5.6 GB	7.3 GB	1.1 TB	300.6 GB
306	32/f6eac9	PULLAUTA_GRID (grid_25832_37_340)	grid_25832_37_340	COMPLETED	0	1	34m 43s	34m 44s	949.8%	7.7 GB	8.9 GB	1.2 TB	321.6 GB
208	6c/5fddfd	PULLAUTA_GRID (grid_25832_32_345)	grid_25832_32_345	COMPLETED	0	1	3h 13m 36s	3h 13m 37s	1019.9%	3.7 GB	4.9 GB	4.3 TB	1.1 TB
308	da/662ab2	PULLAUTA_GRID (grid_25832_37_338)	grid_25832_37_338	COMPLETED	0	1	4m 14s	4m 16s	1054.1%	6.6 GB	8.1 GB	165.7 GB	49.9 GB
287	d4/20a6fd	PULLAUTA_GRID (grid_25832_35_345)	grid_25832_35_345	COMPLETED	0	1	1h 1m 5s	1h 1m 7s	1051.8%	5.3 GB	6.8 GB	1.8 TB	475.9 GB
307	a5/6cc3d3	PULLAUTA_GRID (grid_25832_37_339)	grid_25832_37_339	COMPLETED	0	1	26m 1s	26m 3s	928.6%	5.5 GB	7.1 GB	862.6 GB	239.2 GB
300	4a/d99b3f	PULLAUTA_GRID (grid_25832_43_338)	grid_25832_43_338	COMPLETED	0	1	57m 28s	57m 30s	923.6%	4.9 GB	6.5 GB	1.4 TB	375.8 GB
249	71/94d2b5	PULLAUTA_GRID (grid_25832_35_347)	grid_25832_35_347	COMPLETED	0	1	2h 20m 16s	2h 20m 17s	1074.3%	4.9 GB	6.3 GB	3.3 TB	853.2 GB
313	58/11a9c3	PULLAUTA_GRID (grid_25832_37_341)	grid_25832_37_341	COMPLETED	0	1	21m 51s	21m 53s	1244.1%	4 GB	5.7 GB	994 GB	264.2 GB
227	3b/8013cd	PULLAUTA_GRID (grid_25832_35_348)	grid_25832_35_348	COMPLETED	0	1	2h 37m 9s	2h 37m 11s	1077.0%	5.3 GB	6.5 GB	3.7 TB	974.9 GB
305	87/0732f7	PULLAUTA_GRID (grid_25832_43_340)	grid_25832_43_340	COMPLETED	0	1	1h 10m 50s	1h 10m 52s	1082.4%	8.9 GB	10.4 GB	2.1 TB	541.2 GB
295	6f/e1b99e	PULLAUTA_GRID (grid_25832_43_337)	grid_25832_43_337	COMPLETED	0	1	1h 19m 16s	1h 19m 18s	1067.8%	3.8 GB	5 GB	2.1 TB	547.5 GB
346	68/875d88	PULLAUTA_GRID (grid_25832_36_344)	grid_25832_36_344	COMPLETED	0	1	24m 16s	24m 17s	1002.1%	4.7 GB	6.5 GB	910.6 GB	231.2 GB
294	6f/17a016	PULLAUTA_GRID (grid_25832_43_339)	grid_25832_43_339	COMPLETED	0	1	1h 29m 56s	1h 29m 57s	933.3%	5.6 GB	7 GB	2.2 TB	575.7 GB
352	3f/43ec20	PULLAUTA_GRID (grid_25832_36_343)	grid_25832_36_343	COMPLETED	0	1	21m 26s	21m 27s	1044.3%	4.5 GB	6.2 GB	849.3 GB	222.5 GB
361	57/569082	PULLAUTA_GRID (grid_25832_36_333)	grid_25832_36_333	COMPLETED	0	1	17m 53s	17m 55s	1029.1%	5.4 GB	6.9 GB	654.6 GB	177.1 GB
375	59/2197fc	PULLAUTA_GRID (grid_25832_36_332)	grid_25832_36_332	COMPLETED	0	1	14m 52s	14m 53s	1003.5%	4 GB	5.6 GB	525 GB	145.2 GB
362	6b/bb69b0	PULLAUTA_GRID (grid_25832_36_342)	grid_25832_36_342	COMPLETED	0	1	19m 27s	19m 29s	978.1%	4.6 GB	6.2 GB	696.8 GB	190.6 GB
351	04/129602	PULLAUTA_GRID (grid_25832_36_345)	grid_25832_36_345	COMPLETED	0	1	41m 39s	41m 41s	989.0%	5.4 GB	6.9 GB	1.2 TB	321.7 GB
381	4c/031cc5	PULLAUTA_GRID (grid_25832_36_331)	grid_25832_36_331	COMPLETED	0	1	17m 34s	17m 36s	1033.2%	8.7 GB	10 GB	671.8 GB	190.4 GB
263	9e/4510b6	PULLAUTA_GRID (grid_25832_33_345)	grid_25832_33_345	COMPLETED	0	1	2h 34m 4s	2h 34m 5s	1081.6%	5.8 GB	7.1 GB	4 TB	1 TB
394	78/4f8a0d	PULLAUTA_GRID (grid_25832_39_328)	grid_25832_39_328	COMPLETED	0	1	50.7s	52s	330.1%	873 MB	2.1 GB	10.7 GB	4.3 GB
376	21/80b85c	PULLAUTA_GRID (grid_25832_36_334)	grid_25832_36_334	COMPLETED	0	1	28m 25s	28m 27s	1099.4%	4.5 GB	6 GB	1.1 TB	280.3 GB
393	3a/d387e1	PULLAUTA_GRID (grid_25832_37_337)	grid_25832_37_337	COMPLETED	0	1	20m 33s	20m 34s	919.2%	7.7 GB	8.9 GB	601.7 GB	174 GB
422	b1/f62f17	PULLAUTA_GRID (grid_25832_38_328)	grid_25832_38_328	COMPLETED	0	1	8m 18s	8m 19s	912.6%	7.8 GB	9.3 GB	234.7 GB	95.9 GB
386	86/a23e03	PULLAUTA_GRID (grid_25832_37_334)	grid_25832_37_334	COMPLETED	0	1	42m 33s	42m 35s	1008.2%	5.6 GB	7.1 GB	1.2 TB	315.8 GB
264	e2/897b34	PULLAUTA_GRID (grid_25832_33_346)	grid_25832_33_346	COMPLETED	0	1	2h 51m 23s	2h 51m 24s	1066.4%	8 GB	9.4 GB	4.4 TB	1.1 TB
395	59/60a934	PULLAUTA_GRID (grid_25832_38_348)	grid_25832_38_348	COMPLETED	0	1	28m 31s	28m 32s	1006.8%	7.1 GB	8.4 GB	714.3 GB	199.8 GB
345	0f/8ba45c	PULLAUTA_GRID (grid_25832_36_346)	grid_25832_36_346	COMPLETED	0	1	1h 22m 43s	1h 22m 44s	958.2%	4.8 GB	6.2 GB	2.1 TB	542.7 GB
387	4a/dc3b3b	PULLAUTA_GRID (grid_25832_37_335)	grid_25832_37_335	COMPLETED	0	1	43m 17s	43m 19s	1084.3%	6.9 GB	8.4 GB	1.3 TB	325.5 GB
322	ea/821c11	PULLAUTA_GRID (grid_25832_36_347)	grid_25832_36_347	COMPLETED	0	1	1h 44m 24s	1h 44m 26s	1076.6%	5.7 GB	7.1 GB	2.6 TB	691.8 GB
388	5e/9b0053	PULLAUTA_GRID (grid_25832_37_336)	grid_25832_37_336	COMPLETED	0	1	56m 12s	56m 13s	1005.3%	5.1 GB	6.4 GB	1.5 TB	410.6 GB
417	ff/f7c68a	PULLAUTA_GRID (grid_25832_39_330)	grid_25832_39_330	COMPLETED	0	1	40m 30s	40m 31s	1105.8%	4.5 GB	5.9 GB	1.3 TB	360.5 GB
423	26/e3dc93	PULLAUTA_GRID (grid_25832_38_331)	grid_25832_38_331	COMPLETED	0	1	24m 44s	24m 46s	1153.4%	5.9 GB	7.9 GB	1017.8 GB	268.3 GB
336	d0/814595	PULLAUTA_GRID (grid_25832_36_349)	grid_25832_36_349	COMPLETED	0	1	1h 50m 41s	1h 50m 43s	1022.7%	7.3 GB	8.8 GB	2.6 TB	705.1 GB
327	4f/788153	PULLAUTA_GRID (grid_25832_36_348)	grid_25832_36_348	COMPLETED	0	1	1h 54m 51s	1h 54m 53s	992.4%	4.9 GB	6.3 GB	2.6 TB	691.6 GB
430	15/4e80df	PULLAUTA_GRID (grid_25832_37_331)	grid_25832_37_331	COMPLETED	0	1	26m 33s	26m 35s	1077.6%	6.6 GB	8.4 GB	1.1 TB	293.1 GB
440	a4/6ae666	PULLAUTA_GRID (grid_25832_37_332)	grid_25832_37_332	COMPLETED	0	1	28m 55s	28m 57s	1004.3%	5.4 GB	7 GB	1 TB	278.5 GB
435	05/f8b16c	PULLAUTA_GRID (grid_25832_37_333)	grid_25832_37_333	COMPLETED	0	1	30m 20s	30m 22s	1003.7%	6 GB	7.5 GB	1.1 TB	293.1 GB
412	46/0ff269	PULLAUTA_GRID (grid_25832_39_329)	grid_25832_39_329	COMPLETED	0	1	1h 4m 18s	1h 4m 19s	1095.4%	5.8 GB	7.4 GB	2 TB	610.6 GB
470	2e/161c25	PULLAUTA_GRID (grid_25832_38_338)	grid_25832_38_338	COMPLETED	0	1	22m 39s	22m 41s	1117.3%	7.7 GB	9.4 GB	982.6 GB	262 GB
464	21/0d77c6	PULLAUTA_GRID (grid_25832_38_339)	grid_25832_38_339	COMPLETED	0	1	26m 7s	26m 9s	1152.7%	7.6 GB	9.1 GB	1.1 TB	297.9 GB
429	99/580979	PULLAUTA_GRID (grid_25832_38_330)	grid_25832_38_330	COMPLETED	0	1	1h 50s	1h 51s	958.3%	7.1 GB	8.5 GB	1.6 TB	424.1 GB
442	66/438d66	PULLAUTA_GRID (grid_25832_37_330)	grid_25832_37_330	COMPLETED	0	1	43m 21s	43m 23s	1178.1%	5.7 GB	7 GB	1.5 TB	404.7 GB
469	59/3a7272	PULLAUTA_GRID (grid_25832_39_339)	grid_25832_39_339	COMPLETED	0	1	36m 56s	36m 58s	962.1%	6.2 GB	7.5 GB	1.3 TB	346.9 GB
441	0f/881727	PULLAUTA_GRID (grid_25832_38_337)	grid_25832_38_337	COMPLETED	0	1	52m 58s	53m	1087.3%	8 GB	9.6 GB	1.7 TB	469.9 GB
504	ab/83e7dc	PULLAUTA_GRID (grid_25832_37_349)	grid_25832_37_349	COMPLETED	0	1	18m 59s	19m 1s	1039.4%	7.7 GB	9.1 GB	485.7 GB	137.7 GB
471	37/1bf01b	PULLAUTA_GRID (grid_25832_39_340)	grid_25832_39_340	COMPLETED	0	1	52m 44s	52m 46s	1074.6%	6.3 GB	7.7 GB	1.7 TB	462.3 GB
463	45/6c664f	PULLAUTA_GRID (grid_25832_38_336)	grid_25832_38_336	COMPLETED	0	1	1h 1m 59s	1h 2m 2s	1064.6%	5.2 GB	6.7 GB	1.8 TB	468.6 GB
515	1e/bf1154	PULLAUTA_GRID (grid_25832_36_350)	grid_25832_36_350	COMPLETED	0	1	7m 17s	7m 18s	839.2%	2.1 GB	3.7 GB	168.4 GB	50.5 GB
494	0f/65f83b	PULLAUTA_GRID (grid_25832_39_342)	grid_25832_39_342	COMPLETED	0	1	1h 28s	1h 30s	985.3%	6.7 GB	8 GB	1.8 TB	460.6 GB
472	2f/c2b78f	PULLAUTA_GRID (grid_25832_39_341)	grid_25832_39_341	COMPLETED	0	1	1h 4m 22s	1h 4m 24s	1000.2%	6.6 GB	8 GB	1.9 TB	499.4 GB
505	4d/f4f03b	PULLAUTA_GRID (grid_25832_38_343)	grid_25832_38_343	COMPLETED	0	1	41m 10s	41m 12s	953.2%	5.6 GB	7.1 GB	1.2 TB	325.5 GB
506	bf/3f04ef	PULLAUTA_GRID (grid_25832_38_340)	grid_25832_38_340	COMPLETED	0	1	42m 58s	42m 59s	1008.1%	6.9 GB	8.4 GB	1.4 TB	368 GB
481	f1/3a81d3	PULLAUTA_GRID (grid_25832_37_348)	grid_25832_37_348	COMPLETED	0	1	1h 14m 1s	1h 14m 3s	1048.2%	8.5 GB	10.1 GB	1.8 TB	494.7 GB
513	22/9daf54	PULLAUTA_GRID (grid_25832_40_338)	grid_25832_40_338	COMPLETED	0	1	41m 12s	41m 13s	1030.5%	4.6 GB	6 GB	1.4 TB	408.4 GB
428	76/856ba3	PULLAUTA_GRID (grid_25832_38_329)	grid_25832_38_329	COMPLETED	0	1	1h 52m 46s	1h 52m 47s	1043.2%	7 GB	8.3 GB	3.1 TB	842.9 GB
507	d0/b80ef4	PULLAUTA_GRID (grid_25832_38_341)	grid_25832_38_341	COMPLETED	0	1	53m 17s	53m 19s	1044.6%	5 GB	6.3 GB	1.7 TB	441.7 GB
514	ac/bbca7f	PULLAUTA_GRID (grid_25832_38_342)	grid_25832_38_342	COMPLETED	0	1	40m 23s	40m 24s	1121.1%	8.9 GB	10.4 GB	1.4 TB	366.8 GB
516	b8/13aff3	PULLAUTA_GRID (grid_25832_37_327)	grid_25832_37_327	COMPLETED	0	1	31m 11s	31m 13s	1177.8%	10.9 GB	12.6 GB	1.1 TB	428.5 GB
518	fc/c7d824	PULLAUTA_GRID (grid_25832_40_339)	grid_25832_40_339	COMPLETED	0	1	33m 16s	33m 18s	1216.6%	4.8 GB	6.3 GB	1.4 TB	387 GB
495	91/b8a4ac	PULLAUTA_GRID (grid_25832_37_347)	grid_25832_37_347	COMPLETED	0	1	1h 29m 21s	1h 29m 23s	1140.7%	7 GB	8.4 GB	2.4 TB	647.3 GB
528	af/7f4145	PULLAUTA_GRID (grid_25832_38_344)	grid_25832_38_344	COMPLETED	0	1	30m 49s	30m 52s	978.5%	3.7 GB	5.5 GB	1 TB	281 GB
512	a9/916ed3	PULLAUTA_GRID (grid_25832_37_346)	grid_25832_37_346	COMPLETED	0	1	1h 22m 19s	1h 22m 20s	1050.0%	5.6 GB	6.9 GB	2.3 TB	587.3 GB
517	0d/196d4d	PULLAUTA_GRID (grid_25832_40_337)	grid_25832_40_337	COMPLETED	0	1	54m 18s	54m 19s	1110.6%	8 GB	9.4 GB	1.7 TB	439.3 GB
520	38/69fb16	PULLAUTA_GRID (grid_25832_40_340)	grid_25832_40_340	COMPLETED	0	1	55m 42s	55m 43s	1067.3%	5.3 GB	6.6 GB	1.8 TB	482.4 GB
519	b9/32653c	PULLAUTA_GRID (grid_25832_37_328)	grid_25832_37_328	COMPLETED	0	1	1h 5m 50s	1h 5m 52s	1117.9%	9.6 GB	11.3 GB	2.4 TB	781.2 GB
535	cf/e4fc02	PULLAUTA_GRID (grid_25832_40_332)	grid_25832_40_332	COMPLETED	0	1	43m 26s	43m 27s	1014.0%	3.9 GB	5.3 GB	1.6 TB	423.7 GB
538	18/e9140e	PULLAUTA_GRID (grid_25832_37_343)	grid_25832_37_343	COMPLETED	0	1	27m 11s	27m 13s	974.7%	4.7 GB	6.2 GB	958.6 GB	253.5 GB
536	5d/ba8b9b	PULLAUTA_GRID (grid_25832_40_330)	grid_25832_40_330	COMPLETED	0	1	53m 24s	53m 27s	961.2%	6.2 GB	7.5 GB	1.8 TB	507.1 GB
537	55/0e6cfa	PULLAUTA_GRID (grid_25832_40_331)	grid_25832_40_331	COMPLETED	0	1	48m 35s	48m 37s	975.1%	4 GB	5.3 GB	1.7 TB	467.1 GB
542	13/bc785e	PULLAUTA_GRID (grid_25832_37_342)	grid_25832_37_342	COMPLETED	0	1	21m 2s	21m 4s	1011.2%	4.4 GB	6.4 GB	772.5 GB	198.8 GB
541	4f/fd7bbb	PULLAUTA_GRID (grid_25832_37_344)	grid_25832_37_344	COMPLETED	0	1	32m 5s	32m 6s	1033.6%	4.1 GB	5.5 GB	1.2 TB	318.2 GB
539	f7/356e17	PULLAUTA_GRID (grid_25832_40_346)	grid_25832_40_346	COMPLETED	0	1	48m 46s	48m 48s	1020.4%	4.5 GB	6.2 GB	1.7 TB	480.1 GB
527	73/77554e	PULLAUTA_GRID (grid_25832_40_329)	grid_25832_40_329	COMPLETED	0	1	1h 29m 19s	1h 29m 21s	975.8%	6.7 GB	8.3 GB	2.7 TB	856.5 GB
533	4e/8272f9	PULLAUTA_GRID (grid_25832_38_345)	grid_25832_38_345	COMPLETED	0	1	1h 21m 18s	1h 21m 19s	996.0%	4.2 GB	5.4 GB	2.2 TB	583.5 GB
526	03/634d4b	PULLAUTA_GRID (grid_25832_38_347)	grid_25832_38_347	COMPLETED	0	1	1h 35m 44s	1h 35m 45s	1017.8%	6.3 GB	7.7 GB	2.3 TB	623.6 GB
540	71/956f9e	PULLAUTA_GRID (grid_25832_40_347)	grid_25832_40_347	COMPLETED	0	1	46m 37s	46m 38s	1130.0%	3.9 GB	5.3 GB	1.7 TB	481 GB
521	47/f5327d	PULLAUTA_GRID (grid_25832_37_329)	grid_25832_37_329	COMPLETED	0	1	1h 44m 31s	1h 44m 32s	1022.2%	11.1 GB	12.7 GB	3 TB	836.2 GB
534	45/fd8134	PULLAUTA_GRID (grid_25832_38_346)	grid_25832_38_346	COMPLETED	0	1	1h 32m 39s	1h 32m 41s	1093.1%	6.8 GB	8.1 GB	2.5 TB	671.7 GB
543	2f/b06b0f	PULLAUTA_GRID (grid_25832_41_335)	grid_25832_41_335	COMPLETED	0	1	39m 14s	39m 18s	1205.4%	4.5 GB	5.9 GB	1.7 TB	467.5 GB
544	f6/408d0a	PULLAUTA_GRID (grid_25832_37_345)	grid_25832_37_345	COMPLETED	0	1	41m 39s	41m 41s	1340.2%	4.7 GB	6.2 GB	1.7 TB	446.6 GB
547	1b/8afd0a	PULLAUTA_GRID (grid_25832_41_332)	grid_25832_41_332	COMPLETED	0	1	39m 50s	39m 53s	1001.9%	3.2 GB	4.6 GB	1.4 TB	378.6 GB
548	55/d17119	PULLAUTA_GRID (grid_25832_41_334)	grid_25832_41_334	COMPLETED	0	1	45m 21s	45m 22s	975.4%	4.5 GB	5.8 GB	1.6 TB	457.6 GB
551	a1/d21b87	PULLAUTA_GRID (grid_25832_42_335)	grid_25832_42_335	COMPLETED	0	1	43m 29s	43m 31s	852.4%	4 GB	5.3 GB	1.3 TB	347 GB
546	6d/c08ed4	PULLAUTA_GRID (grid_25832_40_348)	grid_25832_40_348	COMPLETED	0	1	54m 18s	54m 20s	1213.2%	5.3 GB	6.5 GB	1.6 TB	440.1 GB
549	ff/cb9468	PULLAUTA_GRID (grid_25832_41_333)	grid_25832_41_333	COMPLETED	0	1	49m 11s	49m 12s	914.1%	5.3 GB	6.6 GB	1.6 TB	444.7 GB
555	e0/5f8b5a	PULLAUTA_GRID (grid_25832_42_334)	grid_25832_42_334	COMPLETED	0	1	40m 22s	40m 24s	937.6%	4.6 GB	6.1 GB	1.4 TB	378.7 GB
552	de/1f994a	PULLAUTA_GRID (grid_25832_39_344)	grid_25832_39_344	COMPLETED	0	1	1h 5m 40s	1h 5m 41s	890.2%	3.3 GB	4.7 GB	1.6 TB	421.9 GB
553	a1/c28691	PULLAUTA_GRID (grid_25832_42_337)	grid_25832_42_337	COMPLETED	0	1	1h 9m 9s	1h 9m 10s	970.2%	4.2 GB	5.6 GB	1.7 TB	438.2 GB
563	f3/a2176a	PULLAUTA_GRID (grid_25832_43_349)	grid_25832_43_349	COMPLETED	0	1	20m 3s	20m 5s	1008.0%	9.2 GB	10.4 GB	552.3 GB	154.4 GB
550	d9/70d8cb	PULLAUTA_GRID (grid_25832_42_336)	grid_25832_42_336	COMPLETED	0	1	1h 41m 40s	1h 41m 41s	916.5%	4.1 GB	5.5 GB	2.2 TB	603.6 GB
545	57/40366e	PULLAUTA_GRID (grid_25832_40_345)	grid_25832_40_345	COMPLETED	0	1	1h 48m 53s	1h 48m 56s	1003.0%	4.8 GB	6.1 GB	2.9 TB	771.9 GB
559	b9/d84aaa	PULLAUTA_GRID (grid_25832_39_343)	grid_25832_39_343	COMPLETED	0	1	56m 16s	56m 18s	1010.8%	4.9 GB	6.3 GB	1.6 TB	424.9 GB
562	72/8b47ea	PULLAUTA_GRID (grid_25832_44_329)	grid_25832_44_329	COMPLETED	0	1	1h 10s	1h 12s	985.2%	8 GB	9.4 GB	1.5 TB	443.4 GB
554	bf/caa560	PULLAUTA_GRID (grid_25832_44_342)	grid_25832_44_342	COMPLETED	0	1	1h 50m 51s	1h 50m 52s	989.1%	7.1 GB	8.5 GB	2.9 TB	752.1 GB
561	3e/9756d7	PULLAUTA_GRID (grid_25832_39_345)	grid_25832_39_345	COMPLETED	0	1	1h 18m 15s	1h 18m 17s	915.7%	3.9 GB	5.2 GB	1.9 TB	490 GB
558	9a/6fb50b	PULLAUTA_GRID (grid_25832_44_343)	grid_25832_44_343	COMPLETED	0	1	1h 29m 9s	1h 29m 12s	988.4%	6.2 GB	7.6 GB	2.3 TB	615.8 GB
560	64/c1dc9b	PULLAUTA_GRID (grid_25832_39_346)	grid_25832_39_346	COMPLETED	0	1	1h 26m 6s	1h 26m 11s	1019.4%	4.9 GB	6.1 GB	2.2 TB	592.2 GB
556	5a/ac057c	PULLAUTA_GRID (grid_25832_44_341)	grid_25832_44_341	COMPLETED	0	1	1h 44m 44s	1h 44m 46s	1109.9%	5.9 GB	7.4 GB	3 TB	793.4 GB
557	4c/44fedf	PULLAUTA_GRID (grid_25832_44_340)	grid_25832_44_340	COMPLETED	0	1	1h 39m 28s	1h 39m 30s	1066.1%	4.2 GB	5.6 GB	2.7 TB	723.7 GB
566	2f/b83d98	PULLAUTA_GRID (grid_25832_46_346)	grid_25832_46_346	COMPLETED	0	1	39m 34s	39m 35s	976.1%	4.8 GB	6 GB	1.3 TB	370.5 GB
565	0e/55e524	PULLAUTA_GRID (grid_25832_46_345)	grid_25832_46_345	COMPLETED	0	1	51m 55s	51m 56s	1046.4%	4.9 GB	6.2 GB	1.9 TB	520.9 GB
568	36/de244e	PULLAUTA_GRID (grid_25832_44_331)	grid_25832_44_331	COMPLETED	0	1	40m 11s	40m 12s	1062.8%	4.4 GB	5.9 GB	1.4 TB	368.5 GB
569	f7/a12fc3	PULLAUTA_GRID (grid_25832_46_344)	grid_25832_46_344	COMPLETED	0	1	30m 41s	30m 43s	1103.8%	5.5 GB	6.9 GB	1.2 TB	329.8 GB
567	e6/e66f26	PULLAUTA_GRID (grid_25832_46_343)	grid_25832_46_343	COMPLETED	0	1	48m 3s	48m 5s	1126.6%	6.2 GB	7.5 GB	1.7 TB	481.9 GB
580	fe/1693e6	PULLAUTA_GRID (grid_25832_44_349)	grid_25832_44_349	COMPLETED	0	1	11m 53s	11m 56s	892.8%	7.9 GB	9.5 GB	293.3 GB	80.6 GB
581	0d/b13055	PULLAUTA_GRID (grid_25832_53_339)	grid_25832_53_339	COMPLETED	0	1	35.1s	37.8s	198.8%	420.3 MB	1.6 GB	5.7 GB	2.2 GB
570	10/f7c78c	PULLAUTA_GRID (grid_25832_42_339)	grid_25832_42_339	COMPLETED	0	1	47m 43s	47m 45s	1248.9%	4.5 GB	5.7 GB	1.6 TB	426.4 GB
582	a6/36c406	PULLAUTA_GRID (grid_25832_48_342)	grid_25832_48_342	COMPLETED	0	1	14m 2s	14m 3s	969.4%	8.1 GB	9.6 GB	472.3 GB	137.6 GB
572	e1/d9de87	PULLAUTA_GRID (grid_25832_42_340)	grid_25832_42_340	COMPLETED	0	1	50m 20s	50m 23s	1167.4%	6.4 GB	7.8 GB	1.7 TB	441.4 GB
571	5a/7b42bf	PULLAUTA_GRID (grid_25832_42_341)	grid_25832_42_341	COMPLETED	0	1	57m 25s	57m 28s	1211.5%	6.6 GB	7.9 GB	2.1 TB	560.3 GB
578	ff/3008e6	PULLAUTA_GRID (grid_25832_45_329)	grid_25832_45_329	COMPLETED	0	1	42m 23s	42m 25s	773.9%	6.4 GB	7.8 GB	911.4 GB	264.5 GB
574	b9/4e54ad	PULLAUTA_GRID (grid_25832_44_345)	grid_25832_44_345	COMPLETED	0	1	1h 4m 15s	1h 4m 16s	987.7%	5.4 GB	7.1 GB	1.9 TB	518.8 GB
575	13/e1130b	PULLAUTA_GRID (grid_25832_42_338)	grid_25832_42_338	COMPLETED	0	1	1h 5m 39s	1h 5m 42s	941.5%	4.2 GB	5.5 GB	1.7 TB	435 GB
584	8c/3836e4	PULLAUTA_GRID (grid_25832_49_329)	grid_25832_49_329	COMPLETED	0	1	32m 45s	32m 47s	1239.9%	12.3 GB	15.1 GB	993.9 GB	520.8 GB
576	ce/b19ac5	PULLAUTA_GRID (grid_25832_44_344)	grid_25832_44_344	COMPLETED	0	1	1h 12m 18s	1h 12m 19s	904.3%	6.4 GB	8 GB	1.8 TB	464.3 GB
577	82/6c1445	PULLAUTA_GRID (grid_25832_44_346)	grid_25832_44_346	COMPLETED	0	1	1h 26m 48s	1h 26m 50s	925.9%	4.5 GB	6 GB	2.3 TB	616.9 GB
585	eb/e6f473	PULLAUTA_GRID (grid_25832_41_340)	grid_25832_41_340	COMPLETED	0	1	48m 42s	48m 44s	1028.4%	3.9 GB	5.2 GB	1.5 TB	401.9 GB
564	7c/05b536	PULLAUTA_GRID (grid_25832_44_330)	grid_25832_44_330	COMPLETED	0	1	2h 33m 15s	2h 33m 16s	1133.1%	5.8 GB	7.2 GB	4.5 TB	1.2 TB
573	3e/3b0513	PULLAUTA_GRID (grid_25832_44_347)	grid_25832_44_347	COMPLETED	0	1	1h 39m 32s	1h 39m 33s	957.3%	4.5 GB	5.8 GB	2.5 TB	655.2 GB
593	65/8b9081	PULLAUTA_GRID (grid_25832_51_340)	grid_25832_51_340	COMPLETED	0	1	9m 57s	10m	829.6%	5.5 GB	6.9 GB	270.1 GB	79.5 GB
579	d8/3841ee	PULLAUTA_GRID (grid_25832_44_348)	grid_25832_44_348	COMPLETED	0	1	1h 43m 5s	1h 43m 6s	999.7%	6.1 GB	7.5 GB	2.7 TB	719.9 GB
595	1d/afe786	PULLAUTA_GRID (grid_25832_42_328)	grid_25832_42_328	COMPLETED	0	1	16m 40s	16m 42s	1000.7%	6.9 GB	9.2 GB	433.6 GB	199.2 GB
590	ad/255af4	PULLAUTA_GRID (grid_25832_48_341)	grid_25832_48_341	COMPLETED	0	1	45m 2s	45m 5s	1063.2%	6.2 GB	7.6 GB	1.6 TB	454 GB
597	8f/b97545	PULLAUTA_GRID (grid_25832_52_336)	grid_25832_52_336	COMPLETED	0	1	11m 40s	11m 41s	919.1%	5.4 GB	6.6 GB	365.2 GB	109.5 GB
589	fe/feb2fd	PULLAUTA_GRID (grid_25832_49_330)	grid_25832_49_330	COMPLETED	0	1	1h 13m 56s	1h 13m 58s	1004.2%	5.8 GB	7.5 GB	2.3 TB	758.1 GB
587	cb/703ae8	PULLAUTA_GRID (grid_25832_43_347)	grid_25832_43_347	COMPLETED	0	1	1h 52m 38s	1h 52m 40s	966.5%	7.7 GB	9.2 GB	2.9 TB	762.1 GB
591	b8/21f56e	PULLAUTA_GRID (grid_25832_43_345)	grid_25832_43_345	COMPLETED	0	1	1h 26m 8s	1h 26m 10s	1000.3%	6.1 GB	7.7 GB	2.3 TB	595.9 GB
599	a5/e87712	PULLAUTA_GRID (grid_25832_52_337)	grid_25832_52_337	COMPLETED	0	1	46m 24s	46m 26s	953.9%	7.9 GB	9.2 GB	1.5 TB	426.7 GB
596	37/c5b68b	PULLAUTA_GRID (grid_25832_41_337)	grid_25832_41_337	COMPLETED	0	1	1h 5m 27s	1h 5m 29s	995.4%	5 GB	6.2 GB	1.7 TB	454.2 GB
586	fb/cda7db	PULLAUTA_GRID (grid_25832_43_348)	grid_25832_43_348	COMPLETED	0	1	2h 6m 11s	2h 6m 13s	1042.4%	6.4 GB	7.8 GB	3.5 TB	914.8 GB
594	ef/04c9b3	PULLAUTA_GRID (grid_25832_41_341)	grid_25832_41_341	COMPLETED	0	1	1h 19m 57s	1h 19m 59s	982.9%	3.5 GB	4.7 GB	2.3 TB	626.1 GB
